Sorted sequence: 
-56   	100000000 00000000 00000000 0111000  4
-37   	100000000 00000000 00000000 0100101  4
-42   	100000000 00000000 00000000 0101010  4
45   	000000000 00000000 00000000 0101101  4
-21   	100000000 00000000 00000000 0010101  4
58   	000000000 00000000 00000000 0111010  4
39   	000000000 00000000 00000000 0100111  4
46   	000000000 00000000 00000000 0101110  4
-43   	100000000 00000000 00000000 0101011  5
-29   	100000000 00000000 00000000 0011101  5
-43   	100000000 00000000 00000000 0101011  5
-60   	100000000 00000000 00000000 0111100  5
-39   	100000000 00000000 00000000 0100111  5
62   	000000000 00000000 00000000 0111110  5
-29   	100000000 00000000 00000000 0011101  5
-23   	100000000 00000000 00000000 0010111  5
-15   	100000000 00000000 00000000 0001111  5
-57   	100000000 00000000 00000000 0111001  5
47   	000000000 00000000 00000000 0101111  5
-45   	100000000 00000000 00000000 0101101  5
-15   	100000000 00000000 00000000 0001111  5
31   	000000000 00000000 00000000 0011111  5
-45   	100000000 00000000 00000000 0101101  5
-78   	100000000 00000000 00000000 1001110  5
-29   	100000000 00000000 00000000 0011101  5
-59   	100000000 00000000 00000000 0111011  6
-59   	100000000 00000000 00000000 0111011  6
-91   	100000000 00000000 00000000 1011011  6
-31   	100000000 00000000 00000000 0011111  6
-61   	100000000 00000000 00000000 0111101  6
-63   	100000000 00000000 00000000 0111111  7

